iter	Recall	Logloss
432	0.5400835866	0.4907700754
433	0.5397036474	0.4906953291
434	0.539893617	0.4905747996
435	0.5397036474	0.4904522488
436	0.5400835866	0.4903719992
437	0.5400835866	0.4902683319
438	0.5410334347	0.4902081699
439	0.5412234043	0.49009351
440	0.5417933131	0.4899917836
441	0.5431231003	0.4898707281
442	0.5431231003	0.4897920106
443	0.5435030395	0.4897048499
444	0.5429331307	0.4895858522
445	0.5433130699	0.489491785
446	0.5435030395	0.4894014821
447	0.5436930091	0.4893112749
448	0.5433130699	0.4892818095
449	0.5438829787	0.4892154168
450	0.5440729483	0.4891346335
451	0.5436930091	0.4890753968
452	0.5442629179	0.488955099
453	0.5442629179	0.4888428708
454	0.5455927052	0.4887483697
455	0.5454027356	0.4886651674
456	0.5454027356	0.4885987107
457	0.5448328267	0.4885580104
458	0.545212766	0.4885174715
459	0.5455927052	0.4884128602
460	0.5457826748	0.4883523515
461	0.546162614	0.4882686878
462	0.5467325228	0.4881392344
463	0.5467325228	0.4880164873
464	0.5473024316	0.4879069816
465	0.5465425532	0.4878461125
466	0.5465425532	0.4877479115
467	0.5469224924	0.4876035855
468	0.5474924012	0.4874945295
469	0.5474924012	0.4874138814
470	0.54806231	0.4873163011
471	0.5478723404	0.4871973403
472	0.5482522796	0.4871076051
473	0.54806231	0.487030444
474	0.5486322188	0.4869347922
475	0.5493920973	0.4868308453
476	0.5488221884	0.4867572651
477	0.5493920973	0.4866448105
478	0.5493920973	0.4865479142
479	0.5501519757	0.4864938745
480	0.5495820669	0.4864203565
481	0.5488221884	0.4863602102
482	0.5484422492	0.4862680973
483	0.5484422492	0.4862111828
484	0.5486322188	0.4861320661
485	0.5488221884	0.4860226924
486	0.5490121581	0.4859576397
487	0.5495820669	0.4858919555
488	0.5493920973	0.4857822064
489	0.5497720365	0.4856727562
490	0.5501519757	0.485572189
491	0.5505319149	0.485488395
492	0.5499620061	0.4853718386
493	0.5501519757	0.4852747649
494	0.5505319149	0.4851652337
495	0.5511018237	0.4850894633
496	0.5511018237	0.4850369466
497	0.5512917933	0.4849276807
498	0.5507218845	0.484801878
499	0.5509118541	0.4846965086
500	0.5509118541	0.4846216285
501	0.5514817629	0.484523489
502	0.5514817629	0.4844006273
503	0.5516717325	0.4842744951
504	0.5512917933	0.4841655227
505	0.5512917933	0.4841014896
506	0.5520516717	0.4840350735
507	0.5522416413	0.483938449
508	0.5518617021	0.4838312117
509	0.5514817629	0.4837460255
510	0.5514817629	0.4836385116
511	0.5516717325	0.4835157221
512	0.5516717325	0.4834332745
513	0.5524316109	0.4833225876
514	0.5522416413	0.4832363836
515	0.5522416413	0.4831309097
516	0.5522416413	0.4830748875
517	0.5526215805	0.4829748848
518	0.5528115502	0.4829023675
519	0.5524316109	0.4828131651
520	0.5522416413	0.4827321146
521	0.5522416413	0.4826353102
522	0.5522416413	0.4825475645
523	0.5522416413	0.4824577827
524	0.5524316109	0.4823606728
525	0.5524316109	0.4822560149
526	0.5524316109	0.4821437919
527	0.5524316109	0.4820404511
528	0.5522416413	0.4819652159
529	0.5524316109	0.4818678968
530	0.5531914894	0.4817779299
531	0.5535714286	0.4816620701
532	0.5537613982	0.4815583469
533	0.553381459	0.4814768961
534	0.554331307	0.4813669686
535	0.5545212766	0.4812542606
536	0.5541413374	0.4811801714
537	0.5545212766	0.4811034074
538	0.5545212766	0.4810221009
539	0.5550911854	0.4809581911
540	0.5550911854	0.4808625481
541	0.5549012158	0.480724411
542	0.5545212766	0.4806437043
543	0.5547112462	0.4805332742
544	0.5558510638	0.480432265
545	0.556231003	0.4803258302
546	0.556231003	0.4802672779
547	0.5556610942	0.4801882215
548	0.5566109422	0.4800866099
549	0.5564209726	0.4800113597
550	0.5566109422	0.4799313228
551	0.5566109422	0.4797957468
552	0.5566109422	0.4797430906
553	0.5566109422	0.4796247111
554	0.5569908815	0.4795465586
555	0.5569908815	0.4794691278
556	0.5577507599	0.4793499163
557	0.5577507599	0.4792935134
558	0.5579407295	0.4791466192
559	0.5581306991	0.4790879175
560	0.5575607903	0.4789993567
561	0.5577507599	0.4788880984
562	0.5577507599	0.4788336588
563	0.5575607903	0.4787376841
564	0.5581306991	0.4786190156
565	0.5581306991	0.4784956912
566	0.5583206687	0.4783387398
567	0.5587006079	0.4782484907
568	0.5588905775	0.4781424614
569	0.5594604863	0.4780504566
570	0.5594604863	0.4779625067
571	0.5596504559	0.4778581118
572	0.5602203647	0.4777651536
573	0.5592705167	0.4776769998
574	0.5594604863	0.4776098455
575	0.5602203647	0.4775508794
576	0.5607902736	0.4774438692
577	0.5602203647	0.4773550969
578	0.5607902736	0.4772379823
579	0.5607902736	0.4771539276
580	0.5613601824	0.4770580762
581	0.5609802432	0.4770292481
582	0.5609802432	0.4769740405
583	0.5607902736	0.4768759988
584	0.5611702128	0.4767790135
585	0.5611702128	0.476695372
586	0.5611702128	0.4766139349
587	0.5613601824	0.4765205225
588	0.5621200608	0.4764689414
589	0.5619300912	0.4763501322
590	0.5621200608	0.4763176093
591	0.561550152	0.4762259452
592	0.5626899696	0.4761348658
593	0.5628799392	0.4760482255
594	0.5625	0.4760038722
595	0.5626899696	0.4759070982
596	0.5626899696	0.4757585906
597	0.5625	0.475677563
598	0.5632598784	0.4755990609
599	0.5632598784	0.4755038991
600	0.5638297872	0.4754083766
601	0.5638297872	0.4752869203
602	0.564399696	0.4752484356
603	0.5645896657	0.4751347137
604	0.5645896657	0.4750268752
605	0.5645896657	0.4749704153
606	0.564399696	0.4748485623
607	0.5647796353	0.4747246139
608	0.5649696049	0.4746802023
609	0.5655395137	0.4746023586
610	0.5661094225	0.4744837192
611	0.5661094225	0.4744082556
612	0.5666793313	0.4743014659
613	0.5668693009	0.4742091737
614	0.5668693009	0.4741163019
615	0.5670592705	0.4740368766
616	0.5674392097	0.4739324627
617	0.5674392097	0.4738376435
618	0.5678191489	0.4737257754
619	0.5676291793	0.4736241282
620	0.5676291793	0.473517169
621	0.5668693009	0.4734010506
622	0.5672492401	0.4733237203
623	0.5678191489	0.4732076157
624	0.5676291793	0.4731158294
625	0.5674392097	0.4730290232
626	0.5676291793	0.4728928242
627	0.5680091185	0.4728047758
628	0.5676291793	0.4726648862
629	0.5678191489	0.4725872075
630	0.5681990881	0.4724957966
631	0.5680091185	0.4724754276
632	0.5681990881	0.4723858361
633	0.5680091185	0.472284597
634	0.5683890578	0.472160839
635	0.5691489362	0.4720149512
636	0.5693389058	0.4719263863
637	0.5689589666	0.4718621248
638	0.5691489362	0.4717661635
639	0.569718845	0.4716816246
640	0.5695288754	0.4715820316
641	0.5695288754	0.4715136805
642	0.5702887538	0.4714164574
643	0.5708586626	0.4712991347
644	0.570668693	0.4712143698
645	0.5708586626	0.4710995253
646	0.5710486322	0.4710213637
647	0.5718085106	0.4709489519
648	0.571618541	0.4708246566
649	0.571618541	0.470716651
650	0.5714285714	0.4706142875
651	0.5718085106	0.4705269878
652	0.5721884498	0.4704575301
653	0.5725683891	0.4703035986
654	0.5727583587	0.4702241089
655	0.5731382979	0.4701729819
656	0.5733282675	0.4700470729
657	0.5737082067	0.4699333807
658	0.5733282675	0.4697925593
659	0.5733282675	0.4696516997
660	0.5738981763	0.4695605158
661	0.5735182371	0.4694641197
662	0.5742781155	0.4693165884
663	0.5748480243	0.4691937977
664	0.5750379939	0.4691102404
665	0.5746580547	0.4690228569
666	0.5748480243	0.4689033924
667	0.5746580547	0.4687896593
668	0.5746580547	0.4686829739
669	0.5746580547	0.468555601
670	0.5752279635	0.4684643663
671	0.5746580547	0.4683370626
672	0.5752279635	0.4682644919
673	0.5756079027	0.4681510179
674	0.5752279635	0.4680673977
675	0.5756079027	0.4679092816
676	0.5761778116	0.4678076886
677	0.5765577508	0.4677310469
678	0.5765577508	0.467642827
679	0.5767477204	0.4675547237
680	0.57693769	0.4674229809
681	0.57693769	0.4673069388
682	0.5771276596	0.467218099
683	0.5767477204	0.4671467165
684	0.5771276596	0.4670739674
685	0.5773176292	0.46698069
686	0.5775075988	0.4668969579
687	0.5775075988	0.4667893208
688	0.5775075988	0.4666953553
689	0.5775075988	0.4666125173
690	0.5780775076	0.4664986084
691	0.5780775076	0.4664022596
692	0.5790273556	0.4662748743
693	0.5790273556	0.4662062628
694	0.5795972644	0.4661071413
695	0.5795972644	0.4660286812
696	0.579787234	0.4659476115
697	0.579787234	0.4658451985
698	0.5794072948	0.4657384266
699	0.5801671733	0.4656638683
700	0.5799772036	0.4655798849
701	0.5803571429	0.4654882319
702	0.5805471125	0.4654120956
703	0.5807370821	0.465316596
704	0.5811170213	0.465220025
705	0.5809270517	0.4651045711
706	0.5809270517	0.4650030139
707	0.5813069909	0.4649435976
708	0.5816869301	0.4648367728
709	0.5816869301	0.4647355379
710	0.5813069909	0.4646525736
711	0.5813069909	0.4645429874
712	0.5814969605	0.4644377314
713	0.5818768997	0.4643723029
714	0.5818768997	0.464303276
715	0.5816869301	0.4642221585
716	0.5816869301	0.4641473231
717	0.5818768997	0.4641347671
718	0.5820668693	0.4640556073
719	0.5813069909	0.4639450172
720	0.5813069909	0.463818054
721	0.5811170213	0.4637443239
722	0.5811170213	0.4636449094
723	0.5811170213	0.4635393086
724	0.5813069909	0.4633915802
725	0.5814969605	0.4633779052
726	0.5814969605	0.4632839653
727	0.5818768997	0.4631790115
728	0.5818768997	0.4631012686
729	0.5818768997	0.4630340225
730	0.5820668693	0.4629646765
731	0.5822568389	0.4628888825
732	0.5826367781	0.4628044262
733	0.5826367781	0.4627196533
734	0.5828267477	0.462655753
735	0.5826367781	0.4625942424
736	0.5826367781	0.4624745154
737	0.5832066869	0.4623863609
738	0.5832066869	0.4622934916
739	0.5830167173	0.4621923715
740	0.5837765957	0.4621049623
741	0.5835866261	0.4619816897
742	0.5832066869	0.4618788196
743	0.5833966565	0.4617630469
744	0.5837765957	0.4616709731
745	0.5835866261	0.4615967693
746	0.5835866261	0.4615306295
747	0.5835866261	0.4614416212
748	0.5835866261	0.4613682348
749	0.584156535	0.4612444533
750	0.584156535	0.4611020157
751	0.584156535	0.4610179254
752	0.5843465046	0.4609525694
753	0.5845364742	0.4608707192
754	0.5849164134	0.4607660308
755	0.585106383	0.4606755209
756	0.586056231	0.4605844728
757	0.5856762918	0.4605154369
758	0.5866261398	0.4604303389
759	0.5866261398	0.4603677069
760	0.5864361702	0.4603051246
761	0.5866261398	0.4601701393
762	0.5871960486	0.4601001401
763	0.5866261398	0.4599898566
764	0.5868161094	0.4599171204
765	0.5866261398	0.4598387486
766	0.5862462006	0.4597671069
767	0.5866261398	0.4596834033
768	0.5866261398	0.4595886548
769	0.5862462006	0.4594774047
770	0.587006079	0.4593953454
771	0.587006079	0.4592913152
772	0.5868161094	0.4591994019
773	0.5871960486	0.4591210529
774	0.5875759878	0.4590427483
775	0.5873860182	0.4589332307
776	0.5871960486	0.4588651612
777	0.5871960486	0.4587741947
778	0.5875759878	0.4586844134
779	0.5871960486	0.4585794292
780	0.587006079	0.4584696626
781	0.5873860182	0.4583793937
782	0.5873860182	0.4582948811
783	0.5873860182	0.4582038331
784	0.5879559271	0.4581187751
785	0.5883358663	0.4580123545
786	0.5877659574	0.4579090619
787	0.5881458967	0.4578358867
788	0.5881458967	0.4577525939
789	0.5883358663	0.4576410368
790	0.5887158055	0.4575599007
791	0.5889057751	0.4574572181
792	0.5889057751	0.4573205375
793	0.5889057751	0.4572430358
794	0.5890957447	0.4571705515
795	0.5890957447	0.4570746131
796	0.5894756839	0.4569963248
797	0.5896656535	0.4569046198
798	0.5896656535	0.4568091738
799	0.5898556231	0.4567498712
800	0.5892857143	0.4566476189
801	0.5902355623	0.4565327571
802	0.5904255319	0.4564557935
803	0.5909954407	0.4563615207
804	0.5913753799	0.4562702355
805	0.5913753799	0.4561642624
806	0.5911854103	0.4560792544
807	0.5917553191	0.4559863731
808	0.5917553191	0.4558970315
809	0.5917553191	0.4557579321
810	0.5913753799	0.4556807887
811	0.5917553191	0.4555598076
812	0.5915653495	0.4554289772
813	0.5913753799	0.4553488788
814	0.5913753799	0.4552871447
815	0.5915653495	0.4552159298
816	0.5917553191	0.4551415836
817	0.5919452888	0.4550668636
818	0.5919452888	0.4549934998
819	0.5917553191	0.4549054229
820	0.5919452888	0.4548364128
821	0.5921352584	0.4547593752
822	0.592325228	0.4546959693
823	0.5921352584	0.4546152868
824	0.5927051672	0.4545140194
825	0.5930851064	0.4544042613
826	0.5934650456	0.4543175588
827	0.5936550152	0.4542404497
828	0.5936550152	0.454215324
829	0.5940349544	0.4541462283
830	0.5938449848	0.454073041
831	0.5938449848	0.4539924824
832	0.5938449848	0.453889472
833	0.5938449848	0.4537993046
834	0.594224924	0.4536921112
835	0.5944148936	0.4536071544
836	0.5946048632	0.4535154816
837	0.5947948328	0.4534552888
838	0.595174772	0.4533842669
839	0.5953647416	0.4532892865
840	0.5957446809	0.453225043
841	0.5959346505	0.4531538347
842	0.5957446809	0.4530917475
843	0.5961246201	0.4530088103
844	0.5957446809	0.4529538466
845	0.5957446809	0.4528738071
846	0.5957446809	0.4527843818
847	0.5961246201	0.4527215904
848	0.5963145897	0.4526518033
849	0.5970744681	0.4525585129
850	0.5966945289	0.4524899194
851	0.5968844985	0.4524576777
852	0.5968844985	0.4523631073
853	0.5970744681	0.452252613
854	0.5972644377	0.4521718391
855	0.5972644377	0.4520625511
856	0.5974544073	0.4519649118
857	0.5976443769	0.4518891342
858	0.5974544073	0.4518366821
859	0.5974544073	0.451756576
860	0.5972644377	0.4516973175
861	0.5972644377	0.4516123134
862	0.5980243161	0.4515253856
863	0.5982142857	0.4514557148
864	0.5984042553	0.4513491766
865	0.5985942249	0.4512645562
866	0.5989741641	0.451169039
867	0.5991641337	0.4510932888
868	0.5995440729	0.4510166662
869	0.5997340426	0.4509567736
870	0.5995440729	0.4508796261
871	0.5999240122	0.4508028935
872	0.5997340426	0.4507124242
873	0.5995440729	0.4506212442
874	0.5995440729	0.4505086731
875	0.5997340426	0.4504302554
876	0.6003039514	0.45033773
877	0.6008738602	0.4502547275
878	0.601443769	0.450179356
879	0.6020136778	0.4500749172
880	0.6018237082	0.4499726807
881	0.6025835866	0.4498490329
882	0.602393617	0.449782133
