iter	Recall	Logloss
883	0.602393617	0.4496931844
884	0.6022036474	0.4496096742
885	0.6027735562	0.4495413275
886	0.6025835866	0.4494319337
887	0.6025835866	0.449326272
888	0.603343465	0.449218651
889	0.6039133739	0.4491359027
890	0.6039133739	0.4490503173
891	0.6039133739	0.4489527582
892	0.6037234043	0.4488725215
893	0.6037234043	0.4487917997
894	0.6041033435	0.448727393
895	0.6041033435	0.4486933248
896	0.6041033435	0.4486158693
897	0.6037234043	0.4485204367
898	0.6037234043	0.4484529275
899	0.6035334347	0.4483863551
900	0.6041033435	0.4483180845
901	0.6039133739	0.4482357852
902	0.6042933131	0.4481779162
903	0.6044832827	0.448118859
904	0.6041033435	0.4480423978
905	0.6039133739	0.4479667527
906	0.6048632219	0.4478809894
907	0.6046732523	0.4477984381
908	0.6046732523	0.4477068413
909	0.6048632219	0.447622178
910	0.6044832827	0.4475273542
911	0.6046732523	0.447448865
912	0.6046732523	0.4473415307
913	0.6048632219	0.4472438345
914	0.6048632219	0.4471122051
915	0.6048632219	0.4470308582
916	0.6046732523	0.4469654405
917	0.6044832827	0.4468626297
918	0.6044832827	0.4467861201
919	0.6048632219	0.4467296454
920	0.6048632219	0.4466409623
921	0.6054331307	0.4465845327
922	0.6050531915	0.4464985018
923	0.6054331307	0.4464209329
924	0.6058130699	0.4463233462
925	0.6054331307	0.4462401181
926	0.6058130699	0.4461581978
927	0.6061930091	0.4460908204
928	0.6065729483	0.4459853768
929	0.6067629179	0.4458739286
930	0.6067629179	0.4457952095
931	0.6071428571	0.4457367242
932	0.6073328267	0.4456097493
933	0.6079027356	0.4455490333
934	0.6073328267	0.4454606
935	0.6079027356	0.4453664086
936	0.6079027356	0.4452843453
937	0.607712766	0.4452083022
938	0.607712766	0.4451123901
939	0.608662614	0.4450403067
940	0.6088525836	0.4449404759
941	0.608662614	0.4448762513
942	0.6084726444	0.4447950256
943	0.6088525836	0.4447148033
944	0.6084726444	0.4446333056
945	0.6082826748	0.4445741316
946	0.6084726444	0.4444458102
947	0.6084726444	0.4443274852
948	0.6090425532	0.4442337439
949	0.6090425532	0.4441120866
950	0.6090425532	0.4440173362
951	0.6088525836	0.4439244789
952	0.608662614	0.4438274866
953	0.6088525836	0.4437763818
954	0.608662614	0.4436823229
955	0.608662614	0.4435920922
956	0.6088525836	0.4434752415
957	0.6088525836	0.4433904898
958	0.6090425532	0.4432957266
959	0.6090425532	0.4432046668
960	0.6092325228	0.4431124683
961	0.6088525836	0.4430319738
962	0.6092325228	0.4429349322
963	0.6094224924	0.4428836962
964	0.6099924012	0.4428202752
965	0.6103723404	0.4427358121
966	0.6109422492	0.4426734399
967	0.6109422492	0.4425735305
968	0.6111322188	0.4424871951
969	0.6113221884	0.4423949828
970	0.6117021277	0.4423031984
971	0.6118920973	0.4422393926
972	0.6118920973	0.4421627694
973	0.6120820669	0.4420943791
974	0.6117021277	0.4420438708
975	0.6122720365	0.4419521388
976	0.6118920973	0.4418816357
977	0.6122720365	0.4418067957
978	0.6124620061	0.4417386291
979	0.6126519757	0.4416769536
980	0.6126519757	0.4416150356
981	0.6126519757	0.441558947
982	0.6124620061	0.4415038491
983	0.6122720365	0.4414101711
984	0.6130319149	0.4413136639
985	0.6128419453	0.4411930542
986	0.6126519757	0.4410713117
987	0.6126519757	0.4409815933
988	0.6130319149	0.4408906326
989	0.6132218845	0.4407939096
990	0.6132218845	0.440720633
991	0.6132218845	0.4406242274
992	0.6136018237	0.4405497316
993	0.6136018237	0.4404859841
994	0.6137917933	0.4403809516
995	0.6137917933	0.4402844307
996	0.6139817629	0.4402072896
997	0.6141717325	0.4401297582
998	0.6141717325	0.4400588704
999	0.6141717325	0.4399919456
